title,txt,rating,revdate
Amazingly quiet!,We've had this dishwasher for a few days. So far it cleans really well and we love the 3rd drawer. It is astonishing how quiet it is.,100,"July 10, 2017"
Super quiet,"I recently just got this dishwasher and so far love it, so quiet and has so much room. Looks nice and has great cleaning options. My husband installed so not that difficult to do yourself.",100,"July 10, 2017"
I Adora it!,Who knew a third rack would be so useful? I love how clean my utensils get now!,100,"July 8, 2017"
Great quality,Have had this unit for about 4 months. Is super quiet with a great stainless steel inside. Also plays a cool chime at the end of the cycle which caught me by surprise.,100,"July 8, 2017"
great machine,love this dishwasher. .it is SO quiet u can't hear it!,100,"July 7, 2017"
OMG so Powerful!,This is a great addition to my kitchen! The dishes are spotless and I love the STEAM feature. Can can barely even hear it running ~ so quiet. I love the finish on it and there are no fingerprints left behind! So happy with this purchase!,100,"July 7, 2017"
Best dishwasher on the market,"We tried a different brand simply because it had a 10 yr warranty.  After going through two different washers we tried the GE, should have done so in the first place.  The quality and features are out standing for the price.  I love the machine and will always buy GE from now on.",100,"July 6, 2017"
Runs quiet as a mouse!,"I'm very pleased with this dishwasher.  Love the stainless steel interior, oppose to plastic.The only downfall is it takes a long time to wash dishes. Overall I give this product a 4.5 out of 5.",100,"July 4, 2017"
Great Product,We bought this dishwasher to replace another GE dishwasher that we had in our kitchen for 11 years. GE is the best,100,"July 3, 2017"
excellent product,We love how quiet this is and how nice it looks. it gets the dishes very clean.,80,"July 3, 2017"
Very quiet,"We are very pleased with this dishwasher.
It has very nice features and is extremely quiet.",100,"July 2, 2017"
Fantastic,So far so good! Love the 3rd rack and how quiet it is when it runs!! I am in love!,100,"July 1, 2017"
Awesome dishwasher!,"Purchased Sunday, delivered Friday, installed it myself (took 2 hrs), and ran first set of dishes through it. Unbelievably quiet, had to ask my wife if the thing was really running. Went to a wedding, came back 3 hrs later and the dishes were blistering hot, dry, and squeaky clean. I mean, there are some glasses we did not put in our old dishwasher because they came out streaked. And we had to rinse before putting them in. I told my wife not to rinse day old dishes, just stick them and one of the special glasses too. The glass came out beautifully.

I gave 4 stars because the install process following the manual was not exactly spot on. I am not an expert installer, but I have replaced our garbage disposal and installed a new microwave (not for faint of heart!) But both have been working just fine for over a year or so, so thought installing the dishwasher can't be that hard. I removed the old dishwasher, so I had a fair idea what it would take. But some of the diagrams and written instructions took a bit of mental interpreting, so if you are not mechanically oriented, have an installer do it. Probably could do it in 1 hr or less, but at least I know how it came together. Useful knowledge for future! 

The appliance itself is great, got the stainless steel look which is really nice. Got a spray solution the salesman recommended to minimize fingerprints, and the front shines! Not regretting the purchase of this model!",80,"July 1, 2017"
Great,I just bought a week ago so far so good. I just love the upper tray. Extremely quiet. great price,80,"June 27, 2017"
Top tray,Great so far; we just installed it last week and it is very quiet and does the job.,100,"June 27, 2017"
This dishwasher is very quiet in like the hidden c,This dishwasher is very quiet has lots of room and love the hidden controls,100,"June 18, 2017"
Silent!,The one thing that you I love is that this dishwasher is whisper silent. It also has a third rack on top that proves beneficial for odd items. I'm extremely happy with this purchase.,100,"June 17, 2017"
Love it!!,"I have had this dishwasher for a couple months now.   It is the quietest dishwasher I have ever heard!  I love the 3rd rack feature!   Gets the dishes very clean, and a lot drier than my previous dishwasher.  Absolutely recommend! Very good price also.",100,"June 17, 2017"
great buy,"I love that it is practically soundless, and the slate mode is so easy to clean without leaving smudges.",100,"June 17, 2017"
Happy,So quiet!!!! And LOVE the third tray. Very happy with this purchase!!,100,"June 15, 2017"
Does clean well,"We bought all 4 new appliances of GE in Stainless Steel. The actual dishwasher does a very good job of cleaning the dishes and for the cycle we select most of the time. It's not an outrageous time amount. ($$$ saver!!!) So, why you buy a dishwasher for, it's great and does a fine job. However, we got Stainless Steel, bad move. None of the SS we got are fingerprint resistant. Why GE??? I cannot recommend this color at all. I'm cleaning the front and top 4x a day it get's so dirty with water drips. The handle is well placed for opening but not cleaning. Good luck if you buy the same color.",80,"June 12, 2017"
So quiet!,Ive only had this dishwasher for one week but so far i am so happy with it. I dont have to prewash my dishes anymore and i am so happy about that. It is also extremely quiet. You can hardly hear it at all. Big thumbs up!,100,"June 11, 2017"
Excellent product,"This is a very quite dishwasher with many excellent features. The 3rd drawer for cutlery, the multiple washer settings, and the design of the exterior are very good. This is our 3rd Adora GE appliance we have purchased in the last 5 month.",100,"June 7, 2017"
Very good features!,"The Adora is so quiet that we had to make sure it was working.  The flexible racks inside make loading dishes very easy.  To top it off, it is made in the US!",100,"June 3, 2017"
Fantastic Dishwasher,My old dishwasher leaked and was very unreliable. The new GE is easy to use and fits my needs 100%,100,"June 1, 2017"
